EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	TimestepsSoFar
-1331.93976561	200.0	0.000564375	1.28294	0.0	0.0745853433236	2600
-1328.94166285	200.0	7.13043e-05	1.28145	0.0475657604528	0.0577136054783	5200
-1294.97278298	200.0	0.00168805	1.27979	0.0340153131511	0.0385100389137	7800
-1316.90747636	200.0	0.000559058	1.27808	0.0337835865511	0.0641757979625	10400
-1426.37183943	200.0	0.00150026	1.27547	0.0159956347699	0.0412941582121	13000
-1396.14916171	200.0	0.00288475	1.27277	0.0270077603685	0.0457957737977	15600
-1350.35454004	200.0	0.0040408	1.26998	0.0681135253956	0.0830007795732	18200
-1352.95770553	200.0	0.00186116	1.26904	0.0378762429447	0.0492987319642	20800
-1309.84241873	200.0	0.00251134	1.26826	0.0240584209152	0.0524368793704	23400
-1356.246639	200.0	0.00382062	1.26733	-0.00160239053705	0.048766720426	26000
-1420.3199897	200.0	0.0010187	1.26598	-0.000782473162705	0.0472609805892	28600
-1443.57425519	200.0	0.00084212	1.26434	0.0124084679516	0.0401208054609	31200
-1444.74283463	200.0	0.00351586	1.26253	0.0280299442908	0.0593275082178	33800
-1390.77360359	200.0	0.0021303	1.26131	0.0444754135843	0.0510869495758	36400
-1391.63113708	200.0	0.00224896	1.25964	0.0419450871565	0.049255051854	39000
-1351.88980686	200.0	4.6384e-05	1.25838	0.025699302408	0.0517054842034	41600
-1386.41851581	200.0	0.00435569	1.25623	0.0619778740293	0.0657168641824	44200
-1326.24918656	200.0	0.00118924	1.25508	-0.00279334660745	0.0485517080726	46800
-1469.92336292	200.0	0.00203466	1.25378	0.0162888464257	0.0284708871642	49400
-1409.30017043	200.0	0.000880878	1.25209	0.0393901520071	0.056740787971	52000
-1425.18376678	200.0	0.00942365	1.2498	0.0046664983537	0.054214271314	54600
-1402.76094772	200.0	0.00181051	1.24788	0.0301579421117	0.0577746797422	57200
-1400.53245115	200.0	0.00167404	1.24677	0.0367746446553	0.0765758823993	59800
-1301.16147326	200.0	0.000407646	1.24646	-0.0151677245332	0.0371109026762	62400
-1367.8757433	200.0	1.66433e-05	1.24577	0.00904655158261	0.0486367815038	65000
-1421.31156326	200.0	0.000409031	1.24422	0.0374191387514	0.0386649615808	67600
-1413.21105405	200.0	0.00238304	1.24123	0.0570729219181	0.0616504280087	70200
-1392.80740631	200.0	0.00201526	1.23766	0.028192076724	0.035444664161	72800
-1398.22615943	200.0	0.00139174	1.23339	0.0296930354396	0.0317513272628	75400
-1282.76447801	200.0	0.00260925	1.22823	0.0376479838499	0.0890014202402	78000
-1297.32350724	200.0	0.00311287	1.22412	0.0278684448171	0.0565725085829	80600
-1353.39232978	200.0	0.0187199	1.22351	0.0527227316727	0.0710982498984	83200
-1277.70022281	200.0	0.0306321	1.22314	0.0396995437266	0.0681154777463	85800
-1302.56078939	200.0	0.0123914	1.22331	0.100210248201	0.128902383621	88400
-1276.10860194	200.0	0.00238687	1.22339	0.0199643246546	0.0665702868258	91000
-1277.40290805	200.0	0.00351137	1.22315	0.188631846485	0.241449102693	93600
-1345.48695651	200.0	0.00177937	1.2229	0.170996185563	0.175777946893	96200
-1330.3348998	200.0	0.00127929	1.22231	0.228731970125	0.26816853354	98800
-1317.02196853	200.0	0.000425521	1.22161	0.0707645635741	0.107047374789	101400
-1416.61331468	200.0	0.000605345	1.21999	0.0624326357155	0.0773694639088	104000
-1405.71072264	200.0	0.000501027	1.21831	0.00540135272438	0.0362691141092	106600
-1451.68643199	200.0	0.0014145	1.21582	0.0313321589339	0.0466340461012	109200
-1323.62990042	200.0	0.00648177	1.21474	0.11547251045	0.1301163462	111800
-1325.52359976	200.0	0.00324136	1.21356	0.141946770327	0.144163281432	114400
-1393.47395471	200.0	0.00395755	1.21224	0.201818131793	0.236794589491	117000
-1194.24360002	200.0	0.00774455	1.21253	0.177737993218	0.210812949258	119600
-1231.87534113	200.0	0.00603077	1.21271	0.339321120094	0.348984952206	122200
-1164.02695267	200.0	0.000207101	1.21318	0.0918832350833	0.158025892116	124800
-1189.34789131	200.0	0.000807175	1.21369	0.163226810497	0.170929625545	127400
-1226.07505566	200.0	0.00121283	1.21429	0.278108089994	0.332684228843	130000
-1173.15575175	200.0	0.00645819	1.21486	0.300361987352	0.302247788968	132600
-1047.64181176	200.0	0.00810249	1.21525	0.225228322944	0.244460390918	135200
-1078.89817204	200.0	0.00370509	1.21539	0.281409930766	0.297668447971	137800
-1050.7431231	200.0	0.00602802	1.21516	0.419013265584	0.440129873274	140400
-1091.81409708	200.0	0.00238113	1.2154	0.412792709486	0.452751741248	143000
-1111.04907149	200.0	0.00208474	1.21545	0.470742507518	0.493498741812	145600
-1134.14584595	200.0	0.00115175	1.21569	0.471100485707	0.476840361885	148200
-1061.43750095	200.0	0.00104367	1.21553	0.442931495858	0.446763985202	150800
-1168.71166325	200.0	0.000614241	1.21515	0.473735737878	0.487328826483	153400
-1164.5464322	200.0	0.00262432	1.21454	0.338848916815	0.368773851029	156000
-1138.09858778	200.0	0.001595	1.21393	0.447752502324	0.450120933139	158600
-1046.26162902	200.0	0.00274667	1.21348	0.358521276563	0.369671175137	161200
-1131.15300203	200.0	0.00529	1.21269	0.512728727429	0.531370642577	163800
-1195.2644966	200.0	0.00739749	1.21288	-0.0217813567576	0.23536860141	166400
-1241.4412593	200.0	0.000634862	1.21303	0.134402112121	0.153652758701	169000
-1174.44243765	200.0	0.000362718	1.21369	0.200169130555	0.216669849865	171600
-1205.65836123	200.0	0.000519552	1.21419	0.230751643688	0.23458376323	174200
-1281.63849738	200.0	0.00527001	1.21556	0.323016145814	0.340827462969	176800
-1028.5167847	200.0	0.00142077	1.21669	0.0463375834472	0.168147985238	179400
-1030.32262146	200.0	0.000667532	1.21807	0.176668035196	0.184641491533	182000
-1138.02124427	200.0	0.00384891	1.22002	0.283901821148	0.316222326357	184600
-1118.6929681	200.0	0.00566848	1.22188	0.337989552055	0.344581518096	187200
-1080.44603868	200.0	0.00077584	1.22325	0.459834321781	0.620379245718	189800
-1050.98076701	200.0	0.00151875	1.22509	0.547029995595	0.560662846788	192400
-1053.84046502	200.0	0.000254783	1.22679	0.604261021028	0.616915212481	195000
-1090.9704408	200.0	0.00721438	1.22805	0.618356501335	0.624126919508	197600
-1090.55251393	200.0	0.000713431	1.22882	0.455764413952	0.508040788326	200200
-986.460089951	200.0	0.000217499	1.22949	0.398654955936	0.446947013562	202800
-1020.27059154	200.0	0.0208932	1.22884	0.411855343217	0.432065208295	205400
-1010.51979086	200.0	0.00230178	1.22772	0.453376494811	0.524586726813	208000
-1040.17364732	200.0	0.00129488	1.22778	0.438024865745	0.468357977292	210600
-1010.18179961	200.0	0.00154585	1.22789	0.51750300192	0.547547213449	213200
-1068.92317275	200.0	0.00130851	1.22877	0.404277434086	0.494272569673	215800
-1030.71454154	200.0	0.00237657	1.22961	0.534327806824	0.538321220055	218400
-995.233789791	200.0	0.000556403	1.22876	0.541415332409	0.571953027221	221000
-1047.42829759	200.0	0.00696934	1.22803	0.648887337772	0.653470469824	223600
-920.28305975	200.0	0.00103096	1.22791	0.367803505177	0.420167413858	226200
-996.433692974	200.0	0.00594718	1.22736	0.540734979459	0.56351739392	228800
-1005.48977873	200.0	0.00392955	1.22681	0.472634462068	0.52294500428	231400
-942.765628999	200.0	0.00099402	1.22612	0.472162146136	0.504856249543	234000
-924.298325631	200.0	0.0064173	1.22414	0.565724639696	0.568599068731	236600
-1003.98939862	200.0	0.00194148	1.22239	0.55158306536	0.587851510439	239200
-929.896305345	200.0	0.0058652	1.2213	0.521102588963	0.544069679747	241800
-923.54485041	200.0	0.00392202	1.22082	0.39067768743	0.408120141142	244400
-982.131166461	200.0	0.0114724	1.22089	0.52746185235	0.549984598502	247000
-954.223362089	200.0	0.00125274	1.2204	0.515877083227	0.54171829675	249600
-1078.11955934	200.0	0.000162437	1.21995	0.638377142405	0.647875704902	252200
-1055.54132435	200.0	0.000806479	1.21918	0.603030265068	0.617137939823	254800
-1022.91777931	200.0	0.0130163	1.21825	0.588940264891	0.591152744005	257400
-995.184981833	200.0	0.00462073	1.21716	0.691605943309	0.6944610018	260000
-1042.44091563	200.0	0.001654	1.21668	0.367369108787	0.487643118436	262600
-1064.93322373	200.0	0.000434184	1.21663	0.289402692135	0.312632392222	265200
-996.429827828	200.0	0.000474702	1.21625	0.259703777764	0.264518391184	267800
-961.482871237	200.0	0.001885	1.21625	0.268803884869	0.284337948635	270400
-1119.34826787	200.0	0.00282546	1.21565	0.381968394788	0.417567516921	273000
-996.258746339	200.0	0.013855	1.2146	0.343340586329	0.391737842797	275600
-969.336460258	200.0	0.0059596	1.21385	0.418811387759	0.459171048241	278200
-998.741828525	200.0	0.000979574	1.2135	0.573763457991	0.612330183595	280800
-1040.25301628	200.0	0.0042648	1.2132	0.551582992081	0.560860774528	283400
-897.439889458	200.0	0.00200851	1.21315	0.404735220627	0.439060770706	286000
-912.831143556	200.0	0.000163598	1.21315	0.430484279888	0.43391615873	288600
-1043.44743313	200.0	0.000852658	1.21289	0.556670042758	0.589964878009	291200
-1001.26362818	200.0	0.00242461	1.213	0.603240652848	0.637866185161	293800
-979.022418622	200.0	0.00595529	1.21336	0.567362641819	0.609239340221	296400
-989.56706222	200.0	0.000652601	1.2136	0.558170806872	0.56897056849	299000
-1017.60913177	200.0	0.00992887	1.21368	0.526823033902	0.539111749228	301600
-960.085581423	200.0	0.0104473	1.21415	0.488378534234	0.50361121305	304200
-962.449059299	200.0	0.000706468	1.21429	0.4303501579	0.504143618013	306800
-993.050890766	200.0	0.000881776	1.2146	0.559057914974	0.571050402643	309400
-985.53511199	200.0	0.00405686	1.21482	0.491079609976	0.507015663193	312000
-909.563543367	200.0	0.00616314	1.21458	0.449570540886	0.465466803668	314600
-957.242799836	200.0	0.00206807	1.21393	0.595976534049	0.6027262559	317200
-869.958279537	200.0	0.000201847	1.21313	0.265863124432	0.291024773076	319800
-857.704909544	200.0	0.000706029	1.21205	0.51030887772	0.548401247852	322400
-879.102189183	200.0	0.00177013	1.20947	0.205851849956	0.343354724606	325000
-804.176549738	200.0	0.00175761	1.20715	0.393543017078	0.432048812807	327600
-917.173913377	200.0	0.0012891	1.20553	0.577045627378	0.581631821061	330200
-870.017449263	200.0	0.00444394	1.20446	0.541552363016	0.546753108376	332800
-929.389307026	200.0	0.00334497	1.20375	0.510713382052	0.52642739026	335400
-889.572387163	200.0	0.00992854	1.20283	0.50374741883	0.514073781139	338000
-996.279266226	200.0	0.00183507	1.2024	0.604593728739	0.610844829745	340600
-958.748298584	200.0	0.00253458	1.20238	0.501095730183	0.508947541073	343200
-1017.45238672	200.0	0.00174946	1.20256	0.580947466997	0.582489260401	345800
-1001.00894145	200.0	0.00795198	1.20263	0.450009150388	0.479225641076	348400
-947.409891178	200.0	0.00396129	1.20245	0.495219909619	0.536400528088	351000
-931.092660442	200.0	0.00287135	1.20244	0.547821350195	0.556031783485	353600
-860.49424402	200.0	0.00504744	1.20233	0.475189498248	0.480798865715	356200
-844.956367124	200.0	0.00115841	1.20221	0.445434568156	0.487525650526	358800
-956.038182344	200.0	0.000928387	1.20209	0.560629358462	0.565536713246	361400
-884.767122774	200.0	0.00112308	1.20182	0.469738922578	0.478213951759	364000
-1055.70273089	200.0	6.97951e-05	1.20128	0.584159335294	0.60127257964	366600
-1015.13986519	200.0	0.000436235	1.20025	0.514187238556	0.544824700153	369200
-1014.17712957	200.0	0.000864451	1.1991	0.501810696481	0.524462454594	371800
-1111.37344117	200.0	0.00590822	1.19696	0.612115464382	0.622453106349	374400
-897.815269173	200.0	0.0155834	1.19539	0.509527013175	0.53728477659	377000
-993.026392247	200.0	0.0049209	1.19446	0.564151303622	0.598448621686	379600
-914.496965526	200.0	0.00065162	1.19399	0.418354590457	0.465050736678	382200
-946.296950314	200.0	0.000112537	1.19359	0.538433437609	0.540749075762	384800
-889.802320831	200.0	0.00248955	1.19295	0.502719478129	0.511403815484	387400
-1090.33993273	200.0	0.000197917	1.19231	0.586492158065	0.59452853492	390000
-918.810203042	200.0	0.011386	1.19179	0.417001301775	0.468231522316	392600
-949.820370944	200.0	0.00756699	1.19179	0.555688655766	0.597971646593	395200
-876.680543088	200.0	0.00688648	1.19135	0.556699873358	0.560097723787	397800
-906.499277989	200.0	0.0010138	1.19104	0.557069271626	0.575775584223	400400
-1000.29457371	200.0	0.000168634	1.19102	0.58434222319	0.587925107218	403000
-954.231442243	200.0	0.000929969	1.19062	0.620197389485	0.626507254079	405600
-882.15264705	200.0	0.00237864	1.19011	0.527691796068	0.532786822148	408200
-1001.25665074	200.0	0.00132175	1.18943	0.615593991658	0.623310665094	410800
-960.437291605	200.0	0.00303663	1.1887	0.619859323835	0.624306617453	413400
-859.061063224	200.0	0.00503625	1.18728	0.48599954155	0.496135804846	416000
-853.599870087	200.0	0.000611839	1.18697	0.548520233254	0.567059565304	418600
-958.837324776	200.0	0.00906495	1.18719	0.568777080264	0.582135482199	421200
-909.016184674	200.0	0.00255039	1.18744	0.538763732294	0.555225542046	423800
-941.449361148	200.0	0.00258192	1.18788	0.630701224548	0.659959262066	426400
-823.657370652	200.0	0.00260074	1.18842	0.584592519401	0.60116086421	429000
-843.247888974	200.0	0.00102327	1.18907	0.587170573654	0.592288934788	431600
-954.480301874	200.0	0.000228254	1.18988	0.224019937942	0.414627603731	434200
-903.727004741	200.0	0.00172861	1.19127	0.323683509344	0.328154478463	436800
-827.654103236	200.0	0.00116654	1.19249	0.379454170164	0.437059166557	439400
-1050.99739772	200.0	0.00106497	1.1938	0.591974316255	0.624214952242	442000
-860.868836806	200.0	0.00524365	1.19506	0.529386774823	0.548820745485	444600
-830.967624101	200.0	0.00332516	1.19592	0.574510916115	0.617619188753	447200
-929.703077023	200.0	0.00572903	1.19651	0.681852578665	0.687354513459	449800
-933.701008084	200.0	0.00113444	1.19667	0.584809542595	0.59994835175	452400
-888.646319032	200.0	0.000316953	1.19702	0.566908224288	0.570073698538	455000
-902.33029323	200.0	0.00177146	1.19731	0.586230582767	0.59524188817	457600
-827.483963791	200.0	0.00342512	1.19763	0.578875418018	0.591718683945	460200
-809.63128754	200.0	0.0128677	1.19792	0.553493654001	0.561048269156	462800
-880.925279932	200.0	0.0046937	1.19829	0.554243024298	0.599101910207	465400
-923.668277134	200.0	0.00120259	1.19851	0.555592577047	0.556881776432	468000
-946.901763724	200.0	0.000234027	1.19862	0.578687927425	0.58115046587	470600
-954.174293042	200.0	0.000982311	1.19873	0.501463592912	0.503514628125	473200
-966.97742419	200.0	0.00559653	1.19867	0.561841343507	0.56723015032	475800
-909.519456063	200.0	0.00420447	1.19855	0.679065618525	0.684743726362	478400
-968.000574235	200.0	0.00179799	1.19832	0.641952000865	0.65971399464	481000
-849.939077193	200.0	0.00144453	1.1982	0.586630907543	0.607393138529	483600
-812.750294621	200.0	0.000778395	1.19805	0.590691785424	0.596448949457	486200
-965.702607777	200.0	0.00135579	1.19776	0.651286954716	0.653318814595	488800
-920.725780349	200.0	0.000842147	1.19768	0.666222891106	0.668777392081	491400
-890.592403624	200.0	0.00284982	1.19798	0.611960166899	0.634953534042	494000
-769.625406302	200.0	0.00472897	1.19818	0.416757589587	0.429928483914	496600
-878.197563485	200.0	0.00241744	1.19823	0.633309874911	0.63922909527	499200
-821.128612043	200.0	0.000854158	1.19812	0.632648788164	0.659692194418	501800
-800.960375373	200.0	0.000105763	1.19804	0.515774997288	0.530665513018	504400
-760.675267899	200.0	0.000587341	1.19796	0.453530546438	0.464617188672	507000
-817.914120775	200.0	0.0021229	1.19818	0.582526222849	0.59819036112	509600
-775.893608319	200.0	0.000482117	1.19836	0.347741060713	0.394239754524	512200
-907.607041431	200.0	0.00160149	1.19792	0.551472090878	0.556389220218	514800
-907.102655766	200.0	0.000904581	1.19731	0.483364257298	0.491087240639	517400
-983.579213549	200.0	0.025128	1.19555	0.627445120198	0.634638435741	520000
-946.633532847	200.0	0.00152466	1.19324	0.571723137279	0.576934362842	522600
-1037.52790366	200.0	0.00847821	1.19047	0.572556823748	0.579815543935	525200
-861.725138649	200.0	0.00363069	1.18939	0.549384420608	0.578965971375	527800
-799.386939009	200.0	0.00287479	1.18897	0.525596857147	0.528815607748	530400
