EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	TimestepsSoFar
-336.809806507	200.0	0.00581526	1.87697	0.0214528573968	0.0249335432709	265200
-274.633341843	200.0	0.000698853	1.87542	0.0265897061383	0.0297170392671	267800
-394.901463991	200.0	0.0015322	1.87365	0.0527763606133	0.0556713618386	270400
-345.511385786	200.0	0.00198426	1.87214	0.0545573377438	0.0564789138687	273000
-276.460451052	200.0	0.00234745	1.86939	0.0567824334072	0.0591691208841	275600
-266.273734361	200.0	0.00203319	1.86632	0.0144951482319	0.0165839344382	278200
-260.221338989	200.0	0.00253246	1.86458	0.0401681390418	0.0423523634827	280800
-254.199377268	200.0	0.00267118	1.86262	0.0341821821667	0.0363476005881	283400
-319.656050502	200.0	0.00192888	1.86241	0.0629613301534	0.0646769013478	286000
-379.53704071	200.0	0.00323606	1.86146	0.0834463107374	0.0843792809476	288600
-259.986626512	200.0	0.00166413	1.86083	0.0660202574718	0.0671515531699	291200
-232.340155654	200.0	0.000565184	1.85987	0.0739932821545	0.0752459208991	293800
-256.710969831	200.0	0.0017779	1.85787	0.0428867816004	0.0443692250702	296400
-309.061765491	200.0	0.000668169	1.85573	0.0820954574488	0.0830678169973	299000
-226.500861973	200.0	0.0298424	1.85165	0.0677394779279	0.0688265244142	301600
-202.8386004	200.0	0.00672239	1.84879	0.0474197642982	0.0490459278881	304200
-278.42255759	200.0	0.00662793	1.84565	0.0660567131294	0.0673055664085	306800
-268.45490489	200.0	0.00061378	1.84395	0.0724273432391	0.0735817574056	309400
-277.46452051	200.0	0.000854507	1.84086	0.0696888857316	0.0707116484183	312000
-175.193220074	200.0	0.0116309	1.83696	0.0456226580463	0.0470643221542	314600
-181.153480071	200.0	0.00158735	1.83436	0.0482792389125	0.0499137832371	317200
-407.60485257	200.0	0.00129944	1.83053	0.0988898167247	0.099582420219	319800
-243.086267454	200.0	0.00436965	1.82708	0.0653728011184	0.0668476304084	322400
-282.972742306	200.0	0.00863015	1.82457	0.0676975413524	0.0686888066313	325000
-229.874395781	200.0	0.0028088	1.82296	0.0660696105698	0.0667410188395	327600
-330.544968687	200.0	0.00299693	1.82164	0.067279314541	0.0683434559878	330200
-245.639858783	200.0	0.00188014	1.82035	0.087075688011	0.0878720583531	332800
-358.249843133	200.0	0.00223591	1.81966	0.104469251971	0.104269581677	335400
-213.868802019	200.0	0.00328335	1.81908	0.066584993842	0.0674873281261	338000
-255.394491505	200.0	0.00399845	1.8189	0.072737835933	0.0733726756153	340600
-389.828885462	200.0	0.0018454	1.81853	0.0976859335342	0.0983243404698	343200
-351.949037217	200.0	0.00264511	1.81823	0.0885871596604	0.0902383905498	345800
-301.244485488	200.0	0.000589496	1.81783	0.069873714138	0.0721119584065	348400
-377.820794587	200.0	0.00130874	1.81722	0.102568701259	0.102963330508	351000
-260.89799089	200.0	0.00157329	1.81574	0.0869199999095	0.0874863273508	353600
-305.64014899	200.0	0.00316921	1.81462	0.0359978950501	0.0388501767239	356200
-289.364243963	200.0	0.00666876	1.81364	0.0834587124199	0.0842060327903	358800
-282.277792772	200.0	0.00650843	1.8127	0.0900936161762	0.0902344646135	361400
-321.231019501	200.0	0.00114901	1.81193	0.0843157291534	0.0844647565069	364000
-270.127751651	200.0	0.00275084	1.81128	0.0882304434414	0.0882691407089	366600
-322.098297041	200.0	0.000269069	1.81055	0.0978937190255	0.0976937849641	369200
-356.448775516	200.0	0.00199509	1.8099	0.0798193320116	0.0808916606364	371800
-286.517952817	200.0	0.00570806	1.80909	0.0898830109372	0.0904835778466	374400
-232.874532641	200.0	0.000703234	1.80871	0.0746074196401	0.0744978375843	377000
-318.163921647	200.0	0.00389133	1.80846	0.0923351450533	0.0922893331911	379600
-207.384557758	200.0	0.0064949	1.80799	0.1023974256	0.102578668301	382200
-358.843035386	200.0	0.000638353	1.80785	0.0985031991452	0.0987320212095	384800
-286.08571653	200.0	6.81528e-05	1.80682	0.0944294212509	0.0944121331453	387400
-224.653867649	200.0	0.000364975	1.8062	0.0886021281602	0.0886098256045	390000
-233.509423914	200.0	0.0011209	1.80628	0.0936628845369	0.093593390122	392600
-181.438322242	200.0	0.00381109	1.80554	0.0760664227028	0.0761348872511	395200
-325.512183929	200.0	0.00140568	1.80445	0.0641270828354	0.0655531968327	397800
-270.021824347	200.0	0.0105308	1.80444	0.0390714838844	0.0414606103114	400400
-244.652127489	200.0	0.0122797	1.80492	0.0988069165389	0.0991580262507	403000
-303.58401884	200.0	0.00435669	1.80538	0.110125092189	0.109908603351	405600
-311.330145911	200.0	0.000672799	1.80531	0.0814169101838	0.0816717021285	408200
-299.055177405	200.0	0.0010203	1.80492	0.091827476324	0.0917447331533	410800
-273.882771309	200.0	0.00195009	1.80497	0.0914286397714	0.0913681152692	413400
-316.630917162	200.0	0.0011886	1.80488	0.0387536839617	0.0407521497938	416000
-284.186040053	200.0	0.00122504	1.80518	0.0564578629135	0.0582863645559	418600
-249.102082063	200.0	0.0014766	1.80531	0.0847115749708	0.0848980247401	421200
-283.938085036	200.0	0.000780233	1.80543	0.092130620428	0.0920656049634	423800
-150.420151575	200.0	0.00121001	1.80514	0.113434424516	0.114276910547	426400
-364.473496511	200.0	0.0025356	1.80436	0.0958339471603	0.0969127523263	429000
-228.908364835	200.0	0.00103079	1.80363	0.0441073647921	0.044990083154	431600
-318.149556354	200.0	0.00581081	1.80211	0.0789045225891	0.079365033289	434200
-282.254132587	200.0	0.00191204	1.80115	0.0939801155616	0.0938414447526	436800
-397.542472509	200.0	0.00304809	1.80017	0.095999255157	0.095212605265	439400
-330.360421849	200.0	0.0111212	1.79981	0.0821301125163	0.0824337238414	442000
-212.005721826	200.0	0.00468818	1.79975	0.104658262089	0.104543343438	444600
-290.134861898	200.0	0.00221765	1.7997	0.10221540614	0.101958374779	447200
-267.98883247	200.0	0.00113561	1.79975	0.102096571258	0.101438172443	449800
-239.40972903	200.0	0.000477922	1.79972	0.0995715821311	0.0987946571064	452400
-136.366547116	200.0	0.000641144	1.79993	0.0970454437424	0.0973606000787	455000
-168.134706005	200.0	0.000313191	1.80062	0.0948358211864	0.0951875941891	457600
-226.889012142	200.0	0.00238658	1.80188	0.10450043183	0.104919753996	460200
-325.327802286	200.0	0.00303236	1.80322	0.099839657455	0.0997222917132	462800
-351.106192835	200.0	0.00246468	1.80424	0.110449359006	0.110169274853	465400
-351.369265989	200.0	0.00138553	1.80543	0.104604876632	0.104102108385	468000
-188.217493766	200.0	0.00113639	1.80599	0.106659857351	0.106631386947	470600
-268.292099978	200.0	0.000682488	1.80653	0.111182869733	0.110726162216	473200
-258.541576362	200.0	0.00382304	1.80671	0.0921567699015	0.0916015821357	475800
-272.038856859	200.0	0.00594073	1.80632	0.104231504166	0.103660547188	478400
-195.374411451	200.0	0.000691875	1.80579	0.0983507658576	0.0978804697791	481000
-198.863448188	200.0	0.0100291	1.80449	0.0412051139669	0.0405383708972	483600
-341.979153503	200.0	0.00518805	1.80379	0.0661689549645	0.0681096846002	486200
-233.095967987	200.0	0.00634088	1.8031	0.0280461876312	0.0323891671315	488800
-294.334613272	200.0	0.00189872	1.80248	0.0488437400158	0.0526358669073	491400
-268.620508968	200.0	0.00187588	1.80144	0.0749028416482	0.0765519809595	494000
-223.668032799	200.0	0.00264164	1.80077	0.0365157842075	0.0367714738731	496600
-303.505215289	200.0	0.00123835	1.79993	0.112000474931	0.111449278443	499200
-338.80315494	200.0	0.00144489	1.7989	0.0616454340658	0.0631552312609	501800
-286.169755385	200.0	0.000344932	1.79792	0.0722420378891	0.0725690788007	504400
-200.757927281	200.0	0.000820448	1.79716	0.107518532816	0.107511649223	507000
-372.049735329	200.0	0.00284304	1.79602	0.0367097935197	0.0415467523651	509600
-380.56482113	200.0	0.00289584	1.79484	0.00845898222433	0.0247872749416	512200
-462.660513611	200.0	0.00305683	1.79382	0.0208682388852	0.0615003654312	514800
-410.562879025	200.0	0.0015663	1.79285	0.0829143328135	0.103053797805	517400
-378.942043932	200.0	0.0027489	1.79169	0.106991470599	0.114532175878	520000
-222.780827159	200.0	0.000725211	1.7904	0.112482507027	0.110773825212	522600
-505.216287812	200.0	0.0119307	1.78816	0.105620867397	0.115839998957	525200
-415.874407992	200.0	0.00663885	1.78746	0.116883823633	0.127250625519	527800
-281.752646613	200.0	0.00229763	1.787	0.134421746624	0.129718287544	530400
-431.181891722	200.0	0.00961587	1.78685	0.116475472754	0.11192279829	533000
-248.991984544	200.0	0.00135779	1.78691	0.116461797574	0.115368747531	535600
-204.686565046	200.0	0.00102479	1.78691	0.122149668508	0.121837029599	538200
-277.731664565	200.0	0.000617446	1.78723	0.115531071593	0.114813528213	540800
-265.678357167	200.0	0.000901074	1.78772	0.097775989599	0.0972446216939	543400
-222.213380358	200.0	0.00253373	1.78829	0.113277959269	0.112165349691	546000
-291.100865803	200.0	0.00304315	1.78886	0.105476949585	0.104582341909	548600
-191.745680448	200.0	0.00183542	1.78895	0.122695435655	0.120957314241	551200
-229.282243402	200.0	0.00485015	1.78901	0.108915923086	0.108056034565	553800
-256.739463158	200.0	0.00144114	1.78931	0.108409834162	0.106846505978	556400
-220.785032434	200.0	0.00140381	1.78993	0.100753304637	0.0996793484638	559000
-175.172933082	200.0	9.3312e-05	1.79028	0.107431280325	0.105853663822	561600
-230.772672736	200.0	0.000302583	1.79076	0.101062475423	0.100056847765	564200
-259.896085244	200.0	0.00135705	1.79194	0.0998545188195	0.0992187516375	566800
-263.450174786	200.0	0.00208183	1.79243	0.104265302886	0.10315664617	569400
-191.331170253	200.0	0.00409003	1.7932	0.0982750131678	0.0973869162181	572000
-204.984369924	200.0	0.00138994	1.79332	0.0986766983938	0.0976960648581	574600
-321.68854857	200.0	0.00322589	1.79281	0.0973969465287	0.0968335989202	577200
-307.834024659	200.0	0.0054696	1.79298	0.0906687652039	0.0901636067335	579800
-218.918667064	200.0	0.00215933	1.79256	0.0856018540259	0.0849435711968	582400
-221.982209257	200.0	0.00157257	1.792	0.0882785100455	0.0874891850068	585000
-376.416437889	200.0	0.00124005	1.79175	0.0893405403225	0.0892977521402	587600
-282.701265682	200.0	0.00045785	1.79171	0.090274705952	0.0900977730937	590200
-394.588085494	200.0	0.0016906	1.79199	0.0902390878907	0.0901295308173	592800
-273.998809637	200.0	0.00244224	1.79145	0.0876942355776	0.0875951230151	595400
-227.894549031	200.0	0.00147439	1.79134	0.0890062866317	0.0883041146905	598000
-292.394269294	200.0	0.00183017	1.79138	0.0905620965523	0.0897876441279	600600
-259.773314489	200.0	0.00449371	1.79126	0.0878413600877	0.0868668795332	603200
-287.470415231	200.0	0.00291394	1.79133	0.09067162023	0.0896793040486	605800
-302.361896243	200.0	0.0021136	1.79158	0.0855198637511	0.0846732043853	608400
-197.973183227	200.0	0.000770479	1.79191	0.0859661750177	0.0850589714192	611000
-273.302524073	200.0	0.00161519	1.79265	0.0870123897714	0.0864572167217	613600
-180.417294668	200.0	0.000739424	1.79277	0.0847174099164	0.084125258796	616200
-194.082741975	200.0	0.00153698	1.79326	0.0922231433478	0.0918775819804	618800
-356.102632914	200.0	0.0136387	1.79323	0.0920157244024	0.0918803374897	621400
-186.18301321	200.0	0.0144608	1.79321	0.0910859439907	0.090850031523	624000
-210.275169198	200.0	0.0037574	1.79314	0.0898737108015	0.0894698172156	626600
-209.34890308	200.0	0.00334688	1.79302	0.0937052615619	0.0931027031278	629200
-217.434753995	200.0	0.00196307	1.79305	0.0921139820618	0.0913550008133	631800
-212.622955801	200.0	0.00103766	1.79301	0.0865644581857	0.0858538824285	634400
-224.142109374	200.0	0.000745033	1.79375	0.0914883471418	0.0907481775619	637000
-172.074584038	200.0	0.000863454	1.7946	0.0842430856271	0.083521307192	639600
-212.111944712	200.0	0.00530466	1.7959	0.0944547315036	0.094009193897	642200
-175.523495466	200.0	0.011116	1.79633	0.0313408600163	0.030424353077	644800
-305.511233758	200.0	0.0070991	1.79582	0.00508793065778	0.0102437261483	647400
-578.588491408	200.0	0.00442885	1.79554	0.00243597943381	0.0528900735978	650000
-244.724784447	200.0	0.000412411	1.79554	0.121310158403	0.132425570615	652600
-477.597380064	200.0	0.00139005	1.7951	0.0958059779956	0.132093423776	655200
-409.024792098	200.0	0.000724208	1.79468	0.13159396732	0.161584828269	657800
-598.444239611	200.0	0.00415599	1.7934	0.153660498742	0.192287990007	660400
-407.938389695	200.0	0.000998486	1.79248	0.203521920617	0.225804811441	663000
-597.857491215	200.0	0.00209432	1.7907	0.225524768396	0.244721174931	665600
-659.824525909	200.0	0.00205986	1.78955	0.228627122856	0.261221592306	668200
-427.882756916	200.0	0.00711028	1.78849	0.270620147914	0.256196497942	670800
-368.36060939	200.0	0.00375386	1.78795	0.278902235391	0.208358446666	673400
-456.205729209	200.0	0.002927	1.78742	0.214084315616	0.14700978269	676000
-462.760344831	200.0	0.00285512	1.78691	0.147495364367	0.109738550793	678600
-476.572892393	200.0	0.00256649	1.78639	0.0963744324924	0.081278255476	681200
-489.455303232	200.0	0.00126846	1.78613	0.0920114082469	0.0892911416184	683800
-561.68858875	200.0	0.000420048	1.78606	0.0799925218491	0.0987004285326	686400
-590.144676333	200.0	0.000164376	1.78582	0.106606740451	0.133898400942	689000
-470.751775515	200.0	0.00155024	1.78621	0.132065866325	0.107907169583	691600
-427.387126794	200.0	0.00493407	1.78638	0.101405316244	0.0449346980182	694200
-387.058422335	200.0	0.00172777	1.78638	0.0490012399656	-0.0114422207136	696800
-442.729840457	200.0	0.000905646	1.78577	-0.00695633175858	-0.0304203474497	699400
-381.928502994	200.0	0.000397577	1.78528	-0.0326512858566	-0.0414571402648	702000
-486.480870423	200.0	0.00263323	1.78442	-0.0432100133909	-0.0240338668199	704600
-260.684626874	200.0	0.0201995	1.78271	-0.00604686553393	0.00234633222751	707200
-370.084863627	200.0	0.0115439	1.7819	-0.0119626118268	-0.0113113741857	709800
-128.075809757	200.0	0.00359793	1.78218	0.029012180872	0.0406687916419	712400
-227.721414475	200.0	0.00193488	1.78279	0.0373576813745	0.0451609495187	715000
-156.179630696	200.0	0.00105273	1.78309	0.0459442001405	0.0488375427992	717600
-200.952822653	200.0	0.00131678	1.78312	0.0526870755517	0.0566139278298	720200
-232.566022134	200.0	0.00184679	1.78296	0.0470524687727	0.0479618012547	722800
-224.868305896	200.0	0.00100479	1.7827	0.0551761958062	0.0560888249655	725400
-233.643730407	200.0	0.000193975	1.78259	0.0517794245939	0.0522890908477	728000
-269.401506108	200.0	0.00222295	1.78292	0.0530950769523	0.0531148706347	730600
-170.900489244	200.0	0.000816211	1.78248	0.0483156561633	0.0485526119667	733200
-177.312283225	200.0	0.00177231	1.78057	0.0567937634804	0.0576006291294	735800
-267.480444131	200.0	0.00127708	1.77876	0.0524774581543	0.0529228698588	738400
-228.909236524	200.0	0.00612003	1.77723	0.059060932017	0.0591005393626	741000
-224.46170409	200.0	0.00432459	1.77613	0.055872470753	0.0559019401366	743600
-238.628369231	200.0	0.000872609	1.77552	0.0552335549842	0.055185676479	746200
-259.906246583	200.0	0.000327525	1.77331	0.0522623044361	0.0522605238149	748800
-296.325615147	200.0	0.00184954	1.77172	0.0602218630327	0.060259520215	751400
-238.611718841	200.0	0.00145042	1.77226	0.0560522713843	0.0561032095759	754000
-249.299722651	200.0	0.00357675	1.77374	0.0542846296788	0.0542578992394	756600
-138.703466415	200.0	0.00140568	1.77464	0.0510111962418	0.0515484405063	759200
-148.043633829	200.0	0.000559342	1.77527	0.0512184913577	0.0518541460133	761800
-220.979237468	200.0	0.00733824	1.77638	0.0592382615652	0.0594394945947	764400
-245.118979829	200.0	0.00251109	1.77633	0.0634134221891	0.063424861696	767000
-214.089861394	200.0	0.00277099	1.7758	0.0592303992455	0.0591485676677	769600
-197.931315787	200.0	0.00193488	1.77466	0.0548846918153	0.0548111923472	772200
-190.079441448	200.0	0.000495634	1.77386	0.0570202356794	0.0570483752975	774800
-182.051631376	200.0	0.00379802	1.77205	0.0619168017767	0.0618519258973	777400
-186.650465982	200.0	0.00552755	1.7704	0.0611634924111	0.0612315766573	780000
-204.306047976	200.0	0.00166054	1.77007	0.0497413249995	0.0497566295059	782600
-169.607556759	200.0	0.00513092	1.76946	0.0629792960393	0.0630135121376	785200
-261.868849404	200.0	0.00220836	1.76928	0.0205644547404	0.0213493273453	787800
-223.597346305	200.0	0.000254711	1.76924	0.0191749063318	0.0204299770205	790400
-274.495598638	200.0	0.00245742	1.76953	0.0197863781817	0.0213525105727	793000
-320.198027768	200.0	0.00356475	1.76942	0.016235721705	0.0202335127402	795600
-183.06907695	200.0	0.00232648	1.76995	0.061058135061	0.0628867294255	798200
-208.168197772	200.0	0.00132373	1.76906	0.0645389662186	0.0647336959562	800800
-200.102708596	200.0	0.00532702	1.76757	0.066714318448	0.066639685236	803400
-213.003065693	200.0	0.000913431	1.76758	0.0634516090796	0.0632560630082	806000
-222.584118115	200.0	0.000564668	1.76911	0.0676040889927	0.0673657134859	808600
-197.690697845	200.0	0.00822512	1.77208	0.0626858039911	0.062411192165	811200
-156.845329177	200.0	0.00182822	1.77454	0.0538374070282	0.0535987345426	813800
-202.751996998	200.0	0.00133676	1.77801	0.0586982992547	0.0585202897707	816400
-256.552856879	200.0	0.0051946	1.78113	0.0626412380892	0.0625666649197	819000
-164.229486086	200.0	0.000490152	1.78425	0.055758036608	0.0556976385918	821600
-193.863510274	200.0	0.00174681	1.78908	0.0689724330352	0.0687963155315	824200
-238.889301042	200.0	0.00084774	1.79381	0.06595466409	0.0657757021337	826800
-144.285941732	200.0	0.00444341	1.80043	0.0502091087561	0.0500145967764	829400
-235.918947396	200.0	0.00185522	1.80519	0.0634612893484	0.0633774428233	832000
-146.958760636	200.0	0.000345538	1.8095	0.0365170991717	0.0362673122742	834600
-252.610157723	200.0	0.00124701	1.81566	0.0624580638226	0.0624653999164	837200
-246.225954792	200.0	0.00522774	1.82255	0.0579469731197	0.0580111488229	839800
-364.169300679	200.0	0.00126469	1.82641	0.0598017333426	0.0604808438264	842400
-209.517304415	200.0	0.000384018	1.82978	0.0587327888286	0.0595782636774	845000
-191.568707602	200.0	0.00553281	1.83346	0.0566417017829	0.0568760064937	847600
-197.580009439	200.0	0.00229008	1.83576	0.0354364205557	0.0354715183431	850200
-376.7061585	200.0	0.00124308	1.8377	0.0607423831316	0.0616599471154	852800
-334.875625757	200.0	0.00127961	1.83911	0.0545402335521	0.0570975363864	855400
-278.068262809	200.0	0.00453421	1.84111	0.0581254878069	0.0596830937962	858000
-237.164084142	200.0	0.00624139	1.84224	0.0616593809049	0.0621769390356	860600
-305.158696022	200.0	0.00420531	1.84334	0.0638834713401	0.0639137193429	863200
-269.198899552	200.0	0.00110319	1.84358	0.0644168072528	0.0643152527382	865800
-247.217046775	200.0	0.00136656	1.84356	0.0629636459469	0.0626297859674	868400
-234.172878054	200.0	0.00118681	1.84351	0.0629062847827	0.0623349197831	871000
-142.111633605	200.0	0.00143572	1.84333	0.0579564818197	0.0571697002811	873600
-292.894815903	200.0	0.0013461	1.84298	0.066325363697	0.0663186906777	876200
